name,team,position,school
Jeff Tuel,Buffalo Bills,Quarterback,Washington State
Marquess Wilson,Chicago Bears,Wide Receiver,Washington State
Joique Bell,Detroit Lions,Running Back,Wayne State (Mich.)
Joe Long,Chicago Bears,Offensive Tackle,Wayne State (Mich.)
Paul McQuistan,Cleveland Browns,Offensive Tackle,Weber State
Pat McQuistan,Atlanta Falcons,Offensive Tackle,Weber State
Malcolm Butler,New England Patriots,Defensive Back,West Alabama
Seth Roberts,Oakland Raiders,Wide Receiver,West Alabama
Torrence Allen,San Diego Chargers,Wide Receiver,West Texas A&M;
Anthony Armstrong,Cleveland Browns,Wide Receiver,West Texas A&M;
Bryan Braman,Philadelphia Eagles,Linebacker,West Texas A&M;
Manase Foketi,New Orleans Saints,Offensive Tackle,West Texas A&M;
Brittan Golden,Arizona Cardinals,Wide Receiver,West Texas A&M;
Bryan Johnson,Buffalo Bills,Defensive End,West Texas A&M;
Taylor McCuller,New England Patriots,Linebacker,West Texas A&M;
Khiry Robinson,New Orleans Saints,Running Back,West Texas A&M;
Eugene Sims,St. Louis Rams,Defensive End,West Texas A&M;
Nathan Slaughter,Jacksonville Jaguars,Wide Receiver,West Texas A&M;
Dustin Vaughan,Dallas Cowboys,Quarterback,West Texas A&M;
Craig Watts,San Diego Chargers,Offensive Guard,West Texas A&M;
J'Marcus Webb,Kansas City Chiefs,Offensive Tackle,West Texas A&M;
Ethan Westbrooks,St. Louis Rams,Defensive Tackle,West Texas A&M;
Tavon Austin,St. Louis Rams,Wide Receiver,West Virginia
Stedman Bailey,St. Louis Rams,Wide Receiver,West Virginia
Don Barclay,Green Bay Packers,Offensive Tackle,West Virginia
Will Clarke,Cincinnati Bengals,Defensive End,West Virginia
Terence Garvin,Pittsburgh Steelers,Linebacker,West Virginia
Najee Goode,Philadelphia Eagles,Linebacker,West Virginia
Bruce Irvin,Seattle Seahawks,Linebacker,West Virginia
Will Johnson,Pittsburgh Steelers,Fullback,West Virginia
Adam Jones,Cincinnati Bengals,Cornerback,West Virginia
Ellis Lankster,New York Jets,Defensive Back,West Virginia
Pat McAfee,Indianapolis Colts,Punter,West Virginia
Ryan Mundy,Chicago Bears,Free Safety,West Virginia
Chris Neild,Washington Redskins,Defensive Tackle,West Virginia
Darius Reynaud,New York Jets,None,West Virginia
Charles Sims,Tampa Bay Buccaneers,Running Back,West Virginia
Geno Smith,New York Jets,Quarterback,West Virginia
Keith Tandy,Tampa Bay Buccaneers,Free Safety,West Virginia
J.T. Thomas,Jacksonville Jaguars,Linebacker,West Virginia
Stephen Campbell,Washington Redskins,Running Back,West Virginia Wesleyan
Mike Scifres,San Diego Chargers,Punter,Western Illinois
Jason Williams,Carolina Panthers,Linebacker,Western Illinois
Antonio Andrews,Tennessee Titans,Running Back,Western Kentucky
Xavius Boyd,Buffalo Bills,Linebacker,Western Kentucky
Derrius Brooks,New Orleans Saints,Defensive Back,Western Kentucky
Jonathan Dowling,Oakland Raiders,Safety,Western Kentucky
Jack Doyle,Indianapolis Colts,Tight End,Western Kentucky
Andrew Jackson,Indianapolis Colts,Linebacker,Western Kentucky
Kadeem Jones,St. Louis Rams,Running Back,Western Kentucky
Bobby Rainey,Tampa Bay Buccaneers,Running Back,Western Kentucky
Quanterus Smith,Denver Broncos,Defensive End,Western Kentucky
Jason Babin,New York Jets,Defensive End,Western Michigan
E.J. Biggers,Washington Redskins,Free Safety,Western Michigan
Louis Delmas,Miami Dolphins,Free Safety,Western Michigan
Paul Hazel,Houston Texans,Linebacker,Western Michigan
Greg Jennings,Minnesota Vikings,Wide Receiver,Western Michigan
Drew Nowak,Jacksonville Jaguars,Offensive Guard,Western Michigan
John Potter,Miami Dolphins,Place kicker,Western Michigan
Joe Reitz,Indianapolis Colts,Offensive Guard,Western Michigan
Michael Koenen,Tampa Bay Buccaneers,Punter,Western Washington
Matt Overton,Indianapolis Colts,Center,Western Washington
Andy Studebaker,Indianapolis Colts,Linebacker,Wheaton
Jerome Couplin,Detroit Lions,Defensive Back,William & Mary
Derek Cox,Minnesota Vikings,Cornerback,William & Mary
Jonathan Grimes,Houston Texans,Running Back,William & Mary
Mike Leach,Arizona Cardinals,Center,William & Mary
Sean Lissemore,San Diego Chargers,Defensive Tackle,William & Mary
Adrian Tracy,Arizona Cardinals,Linebacker,William & Mary
B.W. Webb,Dallas Cowboys,Cornerback,William & Mary
Nicholas DiMarco,Baltimore Ravens,Linebacker,William Penn
Damon Harrison,New York Jets,Defensive Tackle,William Penn
Carlos Fields,Oakland Raiders,Linebacker,Winston-Salem State
William Hayes,St. Louis Rams,Defensive End,Winston-Salem State
Demetrius Harris,Kansas City Chiefs,Tight End,Wis.-Milwaukee
Matt Blanchard,Carolina Panthers,Quarterback,Wis.-Whitewater
Jared Abbrederis,Green Bay Packers,Wide Receiver,Wisconsin
Beau Allen,Philadelphia Eagles,Defensive Tackle,Wisconsin
Montee Ball,Denver Broncos,Running Back,Wisconsin
Travis Beckum,New Orleans Saints,Tight End,Wisconsin
Chris Borland,San Francisco 49ers,Linebacker,Wisconsin
Jake Byrne,San Diego Chargers,Tight End,Wisconsin
Gabe Carimi,Atlanta Falcons,Offensive Guard,Wisconsin
Jonathan Casillas,Tampa Bay Buccaneers,Linebacker,Wisconsin
Marcus Cromartie,San Diego Chargers,Defensive Back,Wisconsin
Owen Daniels,Baltimore Ravens,Tight End,Wisconsin
Bradie Ewing,Jacksonville Jaguars,Fullback,Wisconsin
Travis Frederick,Dallas Cowboys,Center,Wisconsin
David Gilreath,Seattle Seahawks,Wide Receiver,Wisconsin
Garrett Graham,Houston Texans,Tight End,Wisconsin
Ryan Groy,Chicago Bears,Offensive Guard,Wisconsin
Nick Hayden,Dallas Cowboys,Defensive Tackle,Wisconsin
Ethan Hemer,Pittsburgh Steelers,Defensive Tackle,Wisconsin
Lance Kendricks,St. Louis Rams,Tight End,Wisconsin
Peter Konz,Atlanta Falcons,Center,Wisconsin
Jim Leonhard,Cleveland Browns,Defensive Back,Wisconsin
DeAndre Levy,Detroit Lions,Linebacker,Wisconsin
Chris Maragos,Philadelphia Eagles,Free Safety,Wisconsin
Brad Nortman,Carolina Panthers,Punter,Wisconsin
Jacob Pedersen,Atlanta Falcons,Tight End,Wisconsin
O'Brien Schofield,Seattle Seahawks,Defensive End,Wisconsin
Matt Shaughnessy,Arizona Cardinals,Linebacker,Wisconsin
Devin Smith,Pittsburgh Steelers,Defensive Back,Wisconsin
Dezmen Southward,Atlanta Falcons,Free Safety,Wisconsin
Mike Taylor,Seattle Seahawks,Linebacker,Wisconsin
Joe Thomas,Cleveland Browns,Offensive Tackle,Wisconsin
Scott Tolzien,Green Bay Packers,Quarterback,Wisconsin
Nick Toon,New Orleans Saints,Wide Receiver,Wisconsin
Kraig Urbik,Buffalo Bills,Offensive Guard,Wisconsin
Rick Wagner,Baltimore Ravens,Offensive Tackle,Wisconsin
J.J. Watt,Houston Texans,Defensive End,Wisconsin
James White,New England Patriots,Running Back,Wisconsin
Russell Wilson,Seattle Seahawks,Quarterback,Wisconsin
Brian Wozniak,Atlanta Falcons,Tight End,Wisconsin
Kevin Zeitler,Cincinnati Bengals,Offensive Guard,Wisconsin
Brenton Bersin,Carolina Panthers,Wide Receiver,Wofford
Kasey Redfern,Jacksonville Jaguars,Punter,Wofford
Alvin Scioneaux,San Diego Chargers,Linebacker,Wofford
Malcom Floyd,San Diego Chargers,Wide Receiver,Wyoming
Tashaun Gipson,Cleveland Browns,Free Safety,Wyoming
Robert Herron,Tampa Bay Buccaneers,Wide Receiver,Wyoming
Marqueston Huff,Tennessee Titans,Safety,Wyoming
Korey Jones,Green Bay Packers,Linebacker,Wyoming
Chris Prosinski,Jacksonville Jaguars,Strong Safety,Wyoming
Mike Purcell,San Francisco 49ers,Defensive Tackle,Wyoming
Mitch Unrein,Denver Broncos,Defensive Tackle,Wyoming
Chris Elkins,Pittsburgh Steelers,Center,Youngstown State
Lamar Mady,Oakland Raiders,Offensive Guard,Youngstown State
Brandian Ross,Oakland Raiders,Strong Safety,Youngstown State
